#,"./SRR14530610_trimmed.bam","./SRR14530611_trimmed.bam","./SRR14530612_trimmed.bam","./SRR14530613_trimmed.bam","./SRR14530614_trimmed.bam","./SRR14530615_trimmed.bam","./SRR14530616_trimmed.bam","./SRR14530617_trimmed.bam"
Geneid,./SRR14530610_trimmed.bam,./SRR14530611_trimmed.bam,./SRR14530612_trimmed.bam,./SRR14530613_trimmed.bam,./SRR14530614_trimmed.bam,./SRR14530615_trimmed.bam,./SRR14530616_trimmed.bam,./SRR14530617_trimmed.bam
ENSG00000287844,3,0,1,0,3,0,2,0
ENSG00000270328,2,0,0,0,0,0,0,0
ENSG00000253711,1,0,0,0,0,0,5,0
ENSG00000196115,1,0,0,0,1,0,5,0
ENSG00000215117,5,0,0,0,1,0,12,0
ENSG00000285765,4,0,0,0,0,0,9,2
ENSG00000253688,4,0,1,0,1,0,21,0
ENSG00000042980,62,80,171,35,139,0,59,150
ENSG00000285632,1,0,3,0,7,0,4,1
ENSG00000165061,19,0,9,4,6,0,15,1
ENSG00000121005,5,0,1,9,4,0,7,0
ENSG00000104679,42,2,167,46,100,0,26,69
ENSG00000254131,1,0,0,0,0,0,0,3
ENSG00000104722,1,0,3,0,2,0,5,1
ENSG00000254001,0,0,0,2,0,0,3,0
ENSG00000164751,44,0,175,0,66,0,26,82
ENSG00000253667,2,0,3,31,9,0,7,3
ENSG00000253147,2,0,0,0,0,0,1,0
ENSG00000104427,8,0,26,12,17,0,4,3
ENSG00000147485,18,0,2,7,7,0,21,3
ENSG00000253123,28,0,7,0,21,0,13,2
ENSG00000226301,7,0,0,0,1,0,3,0
ENSG00000254325,40,3,58,0,202,0,63,151
ENSG00000254136,1,0,0,0,0,0,0,0
ENSG00000215177,4,0,0,0,1,0,1,0
ENSG00000171033,9,12,31,0,24,114,19,21
ENSG00000127589,11,1,19,1,7,5,13,7
ENSG00000270076,3,0,1,0,0,0,0,0
ENSG00000240540,5,0,0,0,6,0,1,1
ENSG00000260955,0,0,0,0,0,0,0,0
ENSG00000251354,8,0,3,0,10,0,4,4
ENSG00000091656,56,70,7,93,14,0,61,5
ENSG00000253659,6,29,0,21,0,0,2,0
ENSG00000254204,0,0,0,0,0,0,0,0
ENSG00000254051,3,0,0,12,0,0,0,1
ENSG00000254305,6,0,0,0,5,0,5,0
ENSG00000177182,13,0,1,1,7,0,20,3
ENSG00000171060,9,0,5,0,10,0,56,3
ENSG00000254775,7,0,1,0,3,0,8,0
ENSG00000253849,0,0,0,0,0,0,0,0
ENSG00000104442,20,0,40,3,46,0,13,9
ENSG00000253235,8,0,1,0,7,0,10,0
ENSG00000286675,4,0,3,0,2,0,8,0
ENSG00000254162,4,0,5,0,6,0,3,2
ENSG00000164736,1,0,2,0,1,0,6,0
ENSG00000226098,1,3,1,2,0,0,1,1
ENSG00000253216,0,0,0,0,0,0,2,0
ENSG00000249889,0,0,2,0,0,0,5,0
ENSG00000287185,21,0,8,1,9,0,8,2
ENSG00000221947,5,0,6,34,7,0,2,2
ENSG00000253340,0,0,0,0,0,0,1,0
ENSG00000254367,0,0,2,0,7,0,2,0
ENSG00000253762,9,0,2,8,17,0,12,0
ENSG00000248498,3,0,1,0,2,0,11,1
ENSG00000286471,10,0,2,24,3,0,13,1
ENSG00000235778,1,0,0,29,0,0,3,0
ENSG00000254330,5,0,2,0,0,0,6,0
ENSG00000076641,988,393,2449,905,2067,429,572,1002
ENSG00000286837,2,0,1,0,3,0,5,5
ENSG00000254177,6,0,6,0,3,0,1,0
ENSG00000228984,0,0,0,0,0,0,0,0
ENSG00000254105,1,0,0,0,0,0,0,0
ENSG00000198363,263,75,389,82,315,54,111,171
ENSG00000272264,4,0,0,0,0,0,0,0
ENSG00000253919,11,0,7,0,13,8,10,2
ENSG00000253231,0,0,0,0,0,0,0,0
ENSG00000254776,0,0,0,0,0,0,0,0
ENSG00000250979,5,0,1,15,1,0,7,1
ENSG00000137573,24,22,6,26,21,0,51,4
ENSG00000254086,2,0,0,0,0,0,0,1
ENSG00000215096,1,0,0,0,0,0,6,0
ENSG00000276418,0,0,0,0,0,0,0,0
ENSG00000165084,15,0,3,1,11,0,19,2
ENSG00000253138,13,0,1,0,7,0,17,2
ENSG00000253423,17,0,0,5,4,0,14,1
ENSG00000164879,4,0,1,0,3,0,20,2
ENSG00000253516,0,0,0,0,0,0,0,0
ENSG00000277436,1,0,0,0,1,0,1,0
ENSG00000253287,0,0,0,0,3,0,0,0
ENSG00000253983,9,0,0,17,7,0,6,0
ENSG00000253789,6,0,0,0,0,0,4,0
ENSG00000253238,18,0,0,17,9,0,15,0
ENSG00000250962,0,0,0,0,0,0,2,0
ENSG00000215372,5,0,0,21,2,0,4,2
ENSG00000253581,7,0,2,1,3,0,2,1
ENSG00000287052,10,0,2,20,1,0,2,2
ENSG00000164684,31,0,15,24,51,0,32,2
ENSG00000164749,12,0,0,13,5,0,5,0
ENSG00000213791,2,0,1,0,12,0,8,0
ENSG00000271167,4,0,0,9,0,0,0,0
ENSG00000254274,6,0,1,0,5,0,5,1
ENSG00000104331,104,0,391,206,185,238,27,98
ENSG00000275928,6,0,0,0,0,0,3,0
ENSG00000241746,2,0,0,1,4,0,4,0
ENSG00000253952,0,0,0,0,0,0,0,0
ENSG00000285768,14,0,0,0,1,0,10,0
ENSG00000176731,17,0,26,0,16,0,12,11
ENSG00000213881,0,0,10,1,6,0,1,2
ENSG00000254383,2,0,0,0,0,0,1,0
ENSG00000261618,2,0,0,0,3,0,4,1
ENSG00000254181,0,0,0,0,0,0,1,0
ENSG00000164823,77,23,422,21,84,43,55,135
ENSG00000040341,70,86,188,68,80,25,37,77
ENSG00000272425,2,0,0,0,2,0,1,1
ENSG00000274343,0,0,0,0,0,0,0,0
ENSG00000147606,11,0,0,0,7,0,11,2
ENSG00000253383,0,0,0,0,0,0,4,0
ENSG00000104432,6,0,13,1,8,0,13,1
ENSG00000253836,8,0,0,0,1,0,9,1
ENSG00000251563,18,0,1,4,1,0,12,0
ENSG00000237807,13,0,1,14,12,0,21,2
ENSG00000164683,64,0,113,0,6,0,11,7
ENSG00000254266,17,0,7,131,25,0,20,11
ENSG00000258677,0,0,0,0,0,0,0,0
ENSG00000254020,0,0,1,0,0,0,0,0
ENSG00000253358,0,0,0,0,0,0,0,0
ENSG00000253964,3,0,0,0,0,0,6,0
ENSG00000168079,6,0,16,1,4,0,28,2
ENSG00000254392,3,0,0,0,0,0,14,0
ENSG00000253577,15,0,1,0,1,0,5,0
ENSG00000104327,4,11,2,2,7,0,8,1
ENSG00000258256,0,0,0,0,1,0,2,3
ENSG00000123119,9,0,2,0,2,0,6,0
ENSG00000285744,5,9,1,0,3,0,3,2
ENSG00000254231,13,1,5,8,10,0,10,8
ENSG00000270971,1,0,1,0,0,0,7,0
ENSG00000206228,2,0,3,0,7,0,4,2
ENSG00000253682,1,0,1,0,0,0,4,0
ENSG00000260398,4,0,3,61,14,0,6,0
ENSG00000251867,1,7,5,0,3,0,0,0
ENSG00000251127,37,35,141,13,35,0,7,6
ENSG00000253634,3,0,1,0,7,0,6,1
ENSG00000254954,0,0,0,0,0,0,0,0
ENSG00000246792,6,0,5,0,4,0,14,1
ENSG00000205176,63,16,7,77,10,0,94,7
ENSG00000254070,0,0,0,0,3,0,0,0
ENSG00000203413,10,0,1,0,5,0,10,0
ENSG00000164949,7,0,20,0,1,0,11,4
ENSG00000214954,5,0,5,0,6,0,4,4
ENSG00000205189,75,77,363,0,191,9,213,364
ENSG00000212989,0,0,0,0,1,0,0,0
ENSG00000156103,19,162,0,0,5,0,14,0
ENSG00000253250,3,0,2,0,5,0,4,1
ENSG00000254195,4,0,0,5,0,0,7,1
ENSG00000270275,4,0,0,0,0,0,3,0
ENSG00000253391,4,0,0,11,3,0,1,0
ENSG00000254089,0,0,0,0,9,0,0,1
ENSG00000147613,3,0,0,13,0,0,9,1
ENSG00000233778,0,0,0,0,1,0,3,0
ENSG00000147596,3,0,5,6,3,0,16,1
ENSG00000155100,27,0,55,0,37,0,11,29
ENSG00000254538,2,0,4,0,15,0,1,5
ENSG00000164687,11,0,7,10,9,0,10,7
ENSG00000260493,1,0,3,0,2,0,0,7
ENSG00000277422,0,0,0,0,0,0,0,0
ENSG00000270077,2,0,5,9,1,0,0,9
ENSG00000260317,0,0,0,0,2,0,0,0
ENSG00000253681,2,0,0,0,0,0,2,0
ENSG00000254300,0,0,1,0,3,0,3,0
ENSG00000288005,7,0,3,0,7,0,6,0
ENSG00000254366,9,0,2,0,6,0,4,0
ENSG00000236191,0,0,0,0,0,0,0,0
ENSG00000248762,6,0,1,0,8,0,2,0
ENSG00000253226,1,0,0,0,3,0,1,0
ENSG00000253871,15,0,1,10,8,0,8,3
ENSG00000253658,3,0,0,15,4,0,8,2
ENSG00000253549,6,0,7,3,3,24,3,0
ENSG00000246662,3,0,4,0,5,0,5,1
ENSG00000287352,1,0,0,0,0,0,0,0
ENSG00000254014,1,0,1,0,0,0,0,0
ENSG00000254120,1,0,0,0,6,0,5,0
ENSG00000164951,85,1,405,13,183,0,73,107
ENSG00000253655,2,0,0,0,1,0,0,0
ENSG00000104321,7,0,7,19,12,0,9,1
ENSG00000253675,0,0,0,0,0,0,0,0
ENSG00000235531,19,0,5,40,34,1,21,4
ENSG00000253175,6,0,2,26,8,0,6,2
ENSG00000254283,1,0,0,0,0,0,1,0
ENSG00000287927,3,0,0,46,1,0,8,0
ENSG00000079112,27,0,2,12,22,0,27,1
ENSG00000254048,4,0,0,0,5,0,4,1
ENSG00000272192,5,0,7,0,7,0,1,7
ENSG00000272518,5,0,14,0,22,0,8,9
ENSG00000253468,4,0,0,0,2,0,1,0
ENSG00000275386,0,0,0,0,0,0,1,0
ENSG00000245080,9,0,2,18,8,0,6,1
ENSG00000254189,2,0,0,0,1,0,0,1
ENSG00000270416,0,0,0,0,0,0,0,0
ENSG00000229182,0,0,0,0,0,0,0,0
ENSG00000035681,266,0,944,31,528,174,101,220
ENSG00000147649,350,244,1392,315,630,54,159,453
ENSG00000251234,4,0,0,0,0,0,0,0
ENSG00000079102,18,1,5,9,12,0,46,2
ENSG00000254331,1,0,0,0,0,0,1,0
ENSG00000253137,1,0,0,0,1,0,0,0
ENSG00000104356,46,0,44,31,52,0,38,15
ENSG00000253302,13,0,3,89,4,0,22,5
ENSG00000177459,5,0,3,12,12,0,3,1
ENSG00000250857,0,0,0,18,1,0,2,0
ENSG00000274116,3,0,0,5,0,0,0,0
ENSG00000253237,0,0,1,0,0,0,0,0
ENSG00000254352,0,0,2,13,3,0,0,3
ENSG00000285758,2,0,2,0,7,0,9,0
ENSG00000251347,5,0,0,24,2,0,3,1
ENSG00000241003,0,0,0,0,1,0,1,0
ENSG00000253283,0,0,0,0,1,0,5,0
ENSG00000270866,3,0,0,0,0,0,3,0
ENSG00000253349,17,0,0,0,0,0,0,0
ENSG00000253901,6,0,0,0,4,0,11,0
ENSG00000243504,0,0,0,23,0,0,2,0
ENSG00000254285,6,0,4,25,1,0,17,2
ENSG00000248801,10,0,0,17,4,0,12,0
ENSG00000253105,10,0,4,40,13,0,13,1
ENSG00000147586,6,0,10,0,8,0,10,9
ENSG00000156735,183,7,374,228,199,381,120,286
ENSG00000176566,20,0,0,28,11,0,1,0
ENSG00000286763,5,0,0,2,12,0,5,0
ENSG00000254208,0,0,4,0,1,0,4,4
ENSG00000253217,2,0,1,0,1,0,8,0
ENSG00000137571,25,0,8,0,28,0,40,4
ENSG00000249328,4,0,1,0,23,0,14,0
ENSG00000270131,0,0,0,0,0,0,0,0
ENSG00000253177,0,0,0,0,0,0,1,0
ENSG00000253872,0,0,0,0,0,0,0,1
ENSG00000249510,3,0,4,0,12,0,4,0
ENSG00000253960,0,0,0,0,0,0,0,0
ENSG00000271156,0,0,0,0,0,0,0,0
ENSG00000137574,63,76,156,12,180,53,30,91
ENSG00000104325,255,9,705,82,368,1,94,290
ENSG00000253416,0,0,0,0,0,0,0,0
ENSG00000254376,2,0,0,0,5,0,4,2
ENSG00000254689,9,0,1,69,7,0,18,4
ENSG00000248978,0,0,0,0,0,0,1,0
ENSG00000120963,49,127,192,18,101,58,37,110
ENSG00000273567,0,0,0,0,0,0,0,0
ENSG00000164924,2623,3002,9578,3293,4304,18391,1649,4648
ENSG00000165392,63,1,123,0,118,0,36,61
ENSG00000254182,2,0,0,0,3,0,2,0
ENSG00000156482,460,215,2250,249,675,135,589,1312
ENSG00000254060,4,0,4,48,7,0,1,3
ENSG00000286484,2,0,0,0,0,0,4,0
ENSG00000164893,2,0,0,0,5,0,11,0
ENSG00000254055,8,0,0,26,4,0,5,0
ENSG00000185015,5,0,19,14,22,27,8,4
ENSG00000254027,0,0,0,0,14,74,0,0
ENSG00000254180,11,5,0,0,1,140,20,0
ENSG00000257962,0,0,1,0,0,0,0,2
ENSG00000244217,3,0,1,0,0,0,0,0
ENSG00000253362,0,0,0,8,0,0,5,0
ENSG00000254387,0,0,1,0,0,0,0,3
ENSG00000188856,36,1,15,7,64,1,35,67
ENSG00000248858,6,0,6,9,5,0,5,2
ENSG00000265817,1,0,13,0,29,0,1,13
ENSG00000254063,0,0,0,0,0,0,0,0
ENSG00000180694,26,117,39,78,33,819,5,10
ENSG00000213750,5,0,15,0,3,0,8,4
ENSG00000253503,4,0,1,28,5,0,4,0
ENSG00000255101,0,0,0,37,7,1,2,1
ENSG00000276006,2,0,0,0,3,0,0,0
ENSG00000254205,0,0,0,0,2,0,3,2
ENSG00000254123,2,0,0,0,4,0,1,0
ENSG00000253525,4,0,1,0,3,0,0,0
ENSG00000254212,3,0,0,0,4,0,0,0
ENSG00000104361,33,0,113,94,76,0,35,52
ENSG00000254380,7,0,0,5,2,0,4,0
ENSG00000239281,0,0,0,0,0,0,0,0
ENSG00000253680,0,0,0,0,0,0,0,0
ENSG00000104267,23,1,16,16,6,1622,27,22
ENSG00000155099,138,3,364,420,123,208,39,114
ENSG00000254224,2,0,3,0,4,0,6,0
ENSG00000254202,9,0,1,57,10,0,16,1
ENSG00000279847,5,0,0,0,1,0,4,1
ENSG00000168619,12,0,3,3,10,0,8,2
ENSG00000254251,2,0,0,0,0,0,5,0
ENSG00000248159,8,0,0,0,0,0,2,2
ENSG00000254219,1,0,0,0,0,0,0,0
ENSG00000254190,0,0,0,0,0,0,0,0
ENSG00000253118,1,0,0,0,0,0,0,0
ENSG00000271202,0,0,0,0,0,0,0,0
ENSG00000270861,0,0,0,0,0,0,0,0
ENSG00000253737,2,0,0,0,0,129,0,0
ENSG00000147526,747,767,2162,345,1373,3749,454,1406
ENSG00000261437,4,0,1,0,0,0,3,0
ENSG00000132541,6,0,14,0,9,0,11,7
ENSG00000272249,7,0,2,0,0,0,2,1
ENSG00000147669,37,0,166,31,54,0,37,82
ENSG00000250031,22,24,30,4,51,0,22,58
ENSG00000276540,0,0,0,1,0,0,1,0
ENSG00000123124,151,72,500,27,357,1497,64,225
ENSG00000205133,17,7,129,65,33,3,5,13
ENSG00000264448,0,0,5,0,3,0,5,0
ENSG00000250637,0,0,0,0,5,0,1,0
ENSG00000287615,0,0,0,0,0,0,1,0
ENSG00000253576,0,0,0,0,0,0,0,0
ENSG00000240509,1,0,5,0,2,0,0,1
ENSG00000133740,5,1,9,0,21,0,9,9
ENSG00000253699,0,0,0,28,0,0,1,0
ENSG00000184672,13,0,1,0,3,0,8,0
ENSG00000271148,0,0,0,0,2,0,0,0
ENSG00000253299,1,0,0,0,0,0,0,2
ENSG00000248585,0,0,1,0,4,0,1,0
ENSG00000253748,8,0,0,0,7,0,2,0
ENSG00000253401,3,0,0,9,0,0,3,2
ENSG00000270980,0,0,0,0,0,0,0,0
ENSG00000253898,0,0,0,0,1,0,0,0
ENSG00000164794,1,0,1,7,3,0,19,1
ENSG00000255402,0,0,0,0,0,0,0,0
ENSG00000233858,9,0,2,5,18,0,19,1
ENSG00000156467,66,1,447,31,182,1,104,196
ENSG00000271971,1,0,5,0,3,0,1,0
ENSG00000253894,12,80,0,14,9,0,8,1
ENSG00000253413,0,0,0,0,0,0,0,0
ENSG00000254118,3,0,0,0,10,0,8,4
ENSG00000183663,0,0,0,0,0,0,1,0
ENSG00000253260,2,0,0,0,8,0,2,0
ENSG00000189233,35,133,41,0,37,0,22,15
ENSG00000253585,0,0,0,0,0,0,3,0
ENSG00000255099,9,0,1,8,7,0,5,4
ENSG00000104341,9,0,13,103,10,288,11,3
ENSG00000287998,8,0,0,0,1,0,3,0
ENSG00000253799,3,172,0,0,5,0,10,0
ENSG00000254025,0,0,0,0,0,0,0,0
ENSG00000221869,171,96,748,68,297,0,30,166
ENSG00000275103,6,0,3,0,9,0,2,2
ENSG00000254315,0,0,0,0,2,0,0,0
ENSG00000271612,6,0,0,0,2,0,2,0
ENSG00000286308,0,0,0,0,0,0,5,2
ENSG00000286554,6,0,6,0,5,0,4,0
ENSG00000253749,1,0,0,0,0,0,0,0
ENSG00000165066,2,0,5,16,8,0,10,2
ENSG00000253271,0,0,0,0,0,0,0,0
ENSG00000215264,8,0,0,18,8,0,10,1
ENSG00000253781,6,0,1,0,0,0,3,0
ENSG00000253429,6,0,0,46,0,0,0,0
ENSG00000268080,0,0,0,0,0,0,4,0
ENSG00000233170,15,0,13,0,13,0,6,9
ENSG00000255361,2,0,0,0,0,0,0,0
ENSG00000147432,3,0,4,0,3,0,11,3
ENSG00000253828,0,0,0,0,0,0,0,0
ENSG00000245970,1,0,5,0,0,0,1,2
ENSG00000034239,7,0,1,43,4,0,11,0
ENSG00000104312,69,63,240,0,143,0,86,226
ENSG00000214050,5,0,3,0,2,1,4,0
ENSG00000254777,9,0,40,0,28,0,6,7
ENSG00000280393,0,0,0,0,0,0,0,0
ENSG00000254079,1,0,0,0,5,0,5,0
ENSG00000254273,0,0,0,0,0,0,2,2
ENSG00000253677,1,0,0,0,0,0,0,0
ENSG00000285579,1,0,0,28,0,0,0,1
ENSG00000254119,20,0,8,7,14,0,17,5
ENSG00000180543,8,0,44,0,23,0,9,9
ENSG00000251142,0,0,0,0,0,0,0,0
ENSG00000254024,0,0,0,0,0,0,0,0
ENSG00000156486,6,0,5,1,6,0,14,3
ENSG00000253301,42,0,1,40,9,0,44,2
ENSG00000133739,4,0,25,0,7,0,11,10
ENSG00000167910,3,131,0,0,8,2,5,0
ENSG00000175895,46,4,324,116,119,70,55,185
ENSG00000253171,4,0,0,0,1,0,1,0
ENSG00000287654,4,0,1,0,0,0,10,2
ENSG00000272155,0,0,0,0,0,0,0,0
ENSG00000287127,6,0,0,0,10,0,1,0
ENSG00000253633,3,0,1,6,0,0,18,1
ENSG00000253197,5,0,4,0,0,0,8,0
ENSG00000253509,0,0,0,1,1,0,5,0
ENSG00000254236,2,0,16,15,1,0,10,10
ENSG00000278914,0,0,1,0,2,0,0,0
ENSG00000183154,34,0,161,0,56,0,20,10
ENSG00000253977,0,0,0,0,1,0,1,0
ENSG00000164944,110,46,382,71,257,0,74,157
ENSG00000254057,3,0,0,0,0,0,0,0
ENSG00000197475,0,0,0,0,5,0,2,0
ENSG00000253493,0,0,0,0,2,0,1,0
ENSG00000250295,3,0,5,0,21,0,3,2
ENSG00000259607,0,0,0,0,0,0,0,0
ENSG00000253857,0,0,1,0,1,0,4,0
ENSG00000197275,13,0,5,0,7,0,6,2
ENSG00000176571,1,0,0,0,1,0,1,0
ENSG00000260640,0,0,0,0,0,0,1,0
ENSG00000253784,0,0,0,0,0,0,0,0
ENSG00000156162,18,3,50,0,27,0,7,14
ENSG00000104517,841,259,1847,226,1465,1415,355,793
ENSG00000104313,44,0,1,93,26,0,26,6
ENSG00000147570,4,0,1,0,5,0,5,2
ENSG00000227170,2,0,2,0,5,0,0,1
ENSG00000254802,3,0,2,0,1,0,11,0
ENSG00000254225,0,0,0,0,0,0,0,0
ENSG00000156471,201,94,697,305,355,0,135,271
ENSG00000253663,3,0,0,0,0,0,0,0
ENSG00000285814,0,0,0,0,1,0,0,0
ENSG00000286984,1,0,0,10,11,0,1,2
ENSG00000271381,0,0,0,0,0,0,0,0
ENSG00000243050,0,0,0,0,0,0,0,0
ENSG00000164761,3,0,1,0,5,0,6,1
ENSG00000156170,42,0,67,44,62,0,32,58
ENSG00000254006,2,225,0,4,0,0,5,0
ENSG00000253355,0,0,2,0,1,0,1,0
ENSG00000212994,1,0,2,0,0,2,2,0
ENSG00000253723,0,0,0,0,3,0,2,2
ENSG00000253351,5,0,0,29,2,0,5,0
ENSG00000253500,7,0,0,21,1,0,7,0
ENSG00000271882,0,0,0,0,0,0,0,1
ENSG00000254302,2,0,0,0,0,0,1,1
ENSG00000253195,0,0,0,0,7,0,3,0
ENSG00000254316,1,0,0,0,0,0,1,0
ENSG00000254000,1,0,0,0,0,0,2,0
ENSG00000253639,2,0,0,0,1,0,1,0
ENSG00000241385,0,0,0,19,0,0,0,0
ENSG00000253395,5,0,16,0,3,0,17,1
ENSG00000286878,5,0,1,31,9,0,24,1
ENSG00000254303,11,0,0,0,1,0,2,2
ENSG00000255397,7,0,0,16,7,0,17,1
ENSG00000279041,3,0,0,0,6,0,11,0
ENSG00000247570,4,0,2,0,3,0,6,1
ENSG00000253840,0,0,0,0,0,0,4,0
ENSG00000253997,1,0,0,0,3,0,0,0
ENSG00000253800,0,0,0,33,0,0,2,0
ENSG00000157110,49,1,31,45,113,0,57,18
ENSG00000253702,0,0,0,0,0,0,1,0
ENSG00000253542,5,0,0,0,0,0,4,0
ENSG00000254337,1,0,1,0,0,0,0,0
ENSG00000254344,2,43,1,9,10,0,9,1
ENSG00000019549,5,38,0,1,0,0,8,1
ENSG00000254031,6,0,0,13,3,0,6,0
ENSG00000240724,3,0,0,0,2,0,0,0
ENSG00000169085,3,0,0,0,16,0,1,0
ENSG00000172167,9,0,24,5,34,0,18,9
ENSG00000253489,0,0,1,0,4,0,2,0
ENSG00000239261,0,0,0,0,2,0,2,0
ENSG00000104413,16,155,4,71,23,0,50,4
ENSG00000273978,3,0,0,0,0,0,4,0
ENSG00000270682,0,0,2,0,6,0,0,4
ENSG00000253103,5,0,3,0,3,0,3,2
ENSG00000253499,6,0,1,0,0,0,1,0
ENSG00000253622,0,0,0,0,0,0,0,0
ENSG00000253750,3,0,1,0,0,0,1,0
ENSG00000240590,1,0,1,25,13,0,2,1
ENSG00000253614,2,0,0,0,0,0,4,0
ENSG00000278193,0,0,0,0,0,0,0,0
ENSG00000253760,0,0,0,17,0,0,0,0
ENSG00000254201,0,0,0,0,1,0,0,0
ENSG00000246145,7,0,6,1,5,0,11,0
ENSG00000253842,9,0,1,0,10,1,5,0
ENSG00000156469,3,0,27,5,26,0,5,5
ENSG00000156172,1,0,5,5,2,0,4,8
ENSG00000253623,0,0,0,0,0,0,1,0
ENSG00000254103,1,0,0,0,1,0,2,0
ENSG00000136982,4,0,0,0,6,0,4,0
ENSG00000276998,2,0,0,0,2,0,2,0
ENSG00000172172,21,1,87,26,24,0,32,22
ENSG00000254040,19,0,0,3,0,0,13,0
ENSG00000253834,2,0,0,0,0,0,6,0
ENSG00000248318,5,0,2,0,29,0,5,7
ENSG00000237061,4,0,0,0,0,0,1,0
ENSG00000254129,0,0,0,0,0,0,0,0
ENSG00000272321,9,0,0,36,7,0,15,2
ENSG00000253471,2,0,1,0,0,0,10,1
ENSG00000254247,0,0,0,0,12,0,9,1
ENSG00000253795,0,0,5,7,4,0,5,0
ENSG00000136999,25,0,102,0,26,0,15,28
ENSG00000271349,4,0,0,0,0,0,5,0
ENSG00000253228,3,0,0,0,0,0,2,0
ENSG00000260949,3,0,0,0,27,0,8,0
ENSG00000147642,6,0,1,0,11,0,36,4
ENSG00000253554,1,0,0,7,4,0,11,1
ENSG00000253721,1,0,0,15,0,0,0,0
ENSG00000164841,12,0,3,10,10,0,29,2
ENSG00000156804,156,0,264,82,243,0,81,130
ENSG00000254306,5,0,0,0,0,0,2,0
ENSG00000137547,22,0,56,0,22,0,5,6
ENSG00000254248,3,0,5,0,1,0,9,3
ENSG00000248522,21,0,1,0,2,0,49,0
ENSG00000253619,2,0,0,0,2,0,1,0
ENSG00000245330,1,0,0,1,0,0,5,0
ENSG00000253583,0,0,0,0,5,0,1,0
ENSG00000253911,1,0,0,0,1,0,2,0
ENSG00000180938,11,0,9,1,18,0,9,5
ENSG00000120992,63,6,284,103,111,93,25,90
ENSG00000181171,14,0,0,0,1,0,8,2
ENSG00000286282,3,0,2,8,7,0,6,0
ENSG00000249375,2,0,0,4,20,0,15,0
ENSG00000254084,3,0,0,18,0,0,0,0
ENSG00000253814,0,0,0,0,0,0,0,0
ENSG00000272128,0,0,0,0,0,0,0,0
ENSG00000255457,1,0,1,0,0,0,0,2
ENSG00000287788,0,0,0,28,1,0,3,0
ENSG00000132561,39,0,21,80,24,0,25,14
ENSG00000253967,3,127,0,15,8,0,5,0
ENSG00000254492,0,0,0,0,0,0,0,1
ENSG00000175324,22,1,87,63,19,228,19,29
ENSG00000156509,14,0,6,71,13,0,17,2
ENSG00000137575,1172,264,3585,146,1235,713,264,1005
ENSG00000253851,0,0,0,0,0,0,0,0
ENSG00000253328,12,0,12,0,20,0,3,21
ENSG00000250929,2,0,0,0,0,0,8,0
ENSG00000287942,0,0,0,17,4,0,1,0
ENSG00000255107,5,0,0,82,3,0,7,1
ENSG00000254124,0,0,0,0,0,0,2,0
ENSG00000155792,5,0,14,8,7,0,10,2
ENSG00000255531,0,0,0,0,0,0,3,1
ENSG00000282321,0,0,0,0,0,0,0,0
ENSG00000250727,2,0,0,0,2,0,0,0
ENSG00000253207,9,0,1,0,2,0,8,0
ENSG00000254102,2,0,0,0,0,0,5,0
ENSG00000215114,275,0,763,317,210,88,84,200
ENSG00000120899,1934,992,4504,1069,2766,283,858,1900
ENSG00000253227,4,2,3,0,5,38,5,2
ENSG00000215288,2,0,0,0,0,0,2,0
ENSG00000253845,1,0,0,0,0,0,1,0
ENSG00000155097,98,455,320,101,167,91,55,63
ENSG00000104490,94,0,115,242,162,0,46,38
ENSG00000253564,1,0,0,0,3,0,7,0
ENSG00000285791,0,0,3,28,10,0,7,0
ENSG00000253885,5,0,0,0,0,1,5,0
ENSG00000253942,0,0,0,28,0,0,1,0
ENSG00000104537,12,0,0,79,15,0,33,2
ENSG00000023287,327,213,1021,35,604,1,135,621
ENSG00000248599,7,0,0,0,1,0,13,1
ENSG00000240271,0,0,0,0,1,0,0,0
ENSG00000248050,3,0,0,0,0,0,5,0
ENSG00000253398,2,16,0,0,0,0,2,0
ENSG00000165078,2,0,0,0,2,0,2,0
ENSG00000253726,1,0,0,0,7,0,4,0
ENSG00000253178,1,0,0,0,3,0,0,0
ENSG00000254113,6,0,0,0,0,0,9,1
ENSG00000242970,1,0,9,0,10,0,4,1
ENSG00000253495,1,0,0,0,0,0,0,0
ENSG00000155087,0,0,0,0,0,0,0,1
ENSG00000263443,4,0,0,32,1,0,4,0
ENSG00000254347,0,0,0,0,0,0,0,0
ENSG00000241961,2,0,0,0,0,0,0,0
ENSG00000253717,1,0,2,0,2,0,1,0
ENSG00000253454,0,0,0,0,0,0,1,1
ENSG00000253991,2,0,0,0,1,0,0,0
ENSG00000239917,5,0,7,0,7,0,13,8
ENSG00000164758,55,0,217,29,51,0,32,77
ENSG00000254041,1,0,0,0,2,0,0,0
ENSG00000241942,0,0,0,0,1,0,0,0
ENSG00000272502,3,0,3,0,6,0,0,1
ENSG00000286677,3,0,0,1,7,0,14,4
ENSG00000271219,4,0,0,6,0,0,6,2
ENSG00000280064,0,0,0,0,0,0,0,0
ENSG00000121039,17,0,24,19,28,0,11,13
ENSG00000164961,122,0,302,65,163,0,63,115
ENSG00000253821,0,0,1,0,2,0,0,1
ENSG00000254357,4,0,0,15,0,0,0,0
ENSG00000253644,3,0,0,47,0,0,0,0
ENSG00000255310,31,0,22,0,49,0,16,11
